N bc_time wc_time
3440 0.000001 0.008960
3450 0.000002 0.008965
3460 0.000002 0.009076
3470 0.000002 0.009081
3480 0.000001 0.009185
3490 0.000001 0.009180
3500 0.000001 0.009310
3510 0.000002 0.009532
3520 0.000002 0.009423
3530 0.000002 0.009412
3540 0.000002 0.009442
3550 0.000001 0.009492
3560 0.000002 0.009573
3570 0.000001 0.009634
3580 0.000002 0.009683
3590 0.000001 0.009737
3600 0.000002 0.009801
3610 0.000002 0.009821
3620 0.000002 0.009934
3630 0.000001 0.009957
3640 0.000002 0.010046
3650 0.000002 0.010110
3660 0.000002 0.010101
3670 0.000002 0.010164
3680 0.000002 0.010263
3690 0.000002 0.010271
3700 0.000002 0.010376
3710 0.000002 0.010412
3720 0.000002 0.010525
3730 0.000002 0.010549
3740 0.000002 0.010559
3750 0.000001 0.010688
3760 0.000002 0.010698
3770 0.000002 0.010725
3780 0.000002 0.010839
3790 0.000001 0.010845
3800 0.000002 0.010913
3810 0.000002 0.011012
3820 0.000002 0.011082
3830 0.000002 0.011120
3840 0.000002 0.011181
3850 0.000002 0.011205
3860 0.000002 0.011307
3870 0.000002 0.011345
3880 0.000002 0.011486
3890 0.000002 0.011417
3900 0.000002 0.011527
3910 0.000002 0.011570
3920 0.000002 0.011620
3930 0.000002 0.011717
3940 0.000002 0.011744
3950 0.000002 0.011800
3960 0.000002 0.011838
3970 0.000002 0.011931
3980 0.000002 0.012000
3990 0.000002 0.012026
4000 0.000002 0.012116
4010 0.000002 0.012175
4020 0.000002 0.012242
4030 0.000002 0.012301
4040 0.000002 0.012319
4050 0.000002 0.012450
4060 0.000002 0.012465
4070 0.000002 0.012583
4080 0.000002 0.012631
4090 0.000002 0.012690
4100 0.000002 0.012735
4110 0.000002 0.012817
4120 0.000002 0.012837
4130 0.000002 0.012963
4140 0.000002 0.012976
4150 0.000002 0.012945
4160 0.000002 0.013069
4170 0.000002 0.013011
4180 0.000002 0.013171
4190 0.000002 0.013251
4200 0.000002 0.013267
4210 0.000002 0.013376
4220 0.000002 0.013401
4230 0.000002 0.013452
4240 0.000002 0.016697
4250 0.000003 0.017394
4260 0.000002 0.014781
4270 0.000002 0.013938
4280 0.000002 0.013960
4290 0.000002 0.013969
4300 0.000002 0.014272
4310 0.000004 0.014181
4320 0.000002 0.014378
4330 0.000002 0.014196
4340 0.000002 0.014236
4350 0.000002 0.014309
4360 0.000002 0.014302
4370 0.000003 0.014394
4380 0.000003 0.014451
4390 0.000002 0.014597
4400 0.000003 0.014608
4410 0.000003 0.014680
4420 0.000002 0.014728
4430 0.000002 0.014809
4440 0.000002 0.014915
4450 0.000003 0.014933
4460 0.000002 0.014999
4470 0.000003 0.015058
4480 0.000002 0.015129
4490 0.000002 0.015237
4500 0.000002 0.015248
4510 0.000003 0.015350
4520 0.000002 0.015405
4530 0.000002 0.015494
4540 0.000002 0.015537
4550 0.000002 0.015612
4560 0.000002 0.015718
4570 0.000003 0.015718
4580 0.000002 0.015888
4590 0.000002 0.015950
4600 0.000002 0.015996
4610 0.000002 0.016102
4620 0.000002 0.016196
4630 0.000003 0.016228
4640 0.000002 0.016266
4650 0.000002 0.016357
4660 0.000003 0.016424
4670 0.000002 0.016484
