N  Time  average_ob  max_ob  min_ob 
1494 0.0000001995 747.5000000000 1494 1 
1495 0.0000001766 748.0000000000 1495 1 
1496 0.0000001771 748.5000000000 1496 1 
1497 0.0000001770 749.0000000000 1497 1 
1498 0.0000001796 749.5000000000 1498 1 
1499 0.0000001775 750.0000000000 1499 1 
1500 0.0000001773 750.5000000000 1500 1 
1501 0.0000001799 751.0000000000 1501 1 
1502 0.0000001778 751.5000000000 1502 1 
1503 0.0000001770 752.0000000000 1503 1 
1504 0.0000001775 752.5000000000 1504 1 
1505 0.0000001801 753.0000000000 1505 1 
1506 0.0000001773 753.5000000000 1506 1 
1507 0.0000001778 754.0000000000 1507 1 
1508 0.0000001777 754.5000000000 1508 1 
1509 0.0000001829 755.0000000000 1509 1 
1510 0.0000001781 755.5000000000 1510 1 
1511 0.0000001787 756.0000000000 1511 1 
1512 0.0000001832 756.5000000000 1512 1 
1513 0.0000002029 757.0000000000 1513 1 
1514 0.0000001790 757.5000000000 1514 1 
1515 0.0000001789 758.0000000000 1515 1 
1516 0.0000001814 758.5000000000 1516 1 
1517 0.0000001793 759.0000000000 1517 1 
1518 0.0000001785 759.5000000000 1518 1 
1519 0.0000001817 760.0000000000 1519 1 
1520 0.0000001796 760.5000000000 1520 1 
1521 0.0000001808 761.0000000000 1521 1 
1522 0.0000001794 761.5000000000 1522 1 
1523 0.0000001825 762.0000000000 1523 1 
